ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.252,0.435,8.176,7.36,91.0,10.17,51.46
-0.229,0.29,8.194,7.397,91.0,10.17,51.39
0.124,0.559,8.212,7.43,91.0,10.17,51.31
-0.114,0.269,8.231,7.464,91.0,10.17,51.14
0.111,0.269,8.248,7.495,91.0,10.17,51.01
0.222,0.29,8.264,7.524,91.0,10.17,50.95
0.137,0.207,8.279,7.554,91.0,10.17,50.9
-0.143,0.29,8.293,7.582,91.0,10.17,50.93
-0.136,0.311,8.302,7.608,91.0,10.18,51.09
-0.082,0.29,8.312,7.649,91.0,10.17,51.06
-0.041,0.58,8.314,7.651,91.0,10.17,51.04
-0.121,0.414,8.318,7.668,91.0,10.17,50.86
0.235,0.663,8.316,7.685,91.0,10.17,50.65
0.007,0.58,8.31,7.698,91.0,10.17,50.46
-0.069,0.622,8.294,7.711,91.0,10.17,49.98
-0.008,1.077,8.289,7.721,89.0,10.17,50.1
0.2,1.098,8.266,7.727,89.0,10.18,50.4
-0.01,0.994,8.268,7.732,89.0,10.17,50.68
-0.189,0.974,8.257,7.736,89.0,10.16,50.77
-0.236,0.808,8.238,7.736,89.0,10.15,50.54
-0.142,1.036,8.221,7.734,89.0,10.15,50.11
-0.052,0.912,8.205,7.731,89.0,10.15,50.28
-0.124,0.58,8.189,7.725,89.0,10.17,50.5
0.264,0.808,8.17,7.72,89.0,10.17,50.54
-0.165,0.518,8.154,7.713,89.0,10.16,50.37
-0.082,0.642,8.136,7.706,89.0,10.15,50.04
0.023,0.497,8.115,7.697,87.0,10.13,49.67
0.21,0.684,8.094,7.691,87.0,10.13,49.42
-0.039,0.477,8.074,7.684,87.0,10.15,49.2
-0.19,0.497,8.054,7.673,87.0,10.13,49.04
-0.178,1.036,8.032,7.66,87.0,10.13,48.77
-0.173,0.746,8.011,7.648,87.0,10.13,48.49
-0.133,0.663,7.99,7.634,87.0,10.13,48.38
-0.206,0.974,7.97,7.62,87.0,10.13,48.32
-0.015,0.87,7.95,7.603,87.0,10.13,48.3
-0.01,0.974,7.93,7.586,87.0,10.13,48.23
-0.094,1.119,7.91,7.568,85.0,10.13,48.16
0.001,0.746,7.893,7.55,85.0,10.13,48.17
0.196,0.932,7.875,7.531,85.0,10.13,48.11
0.057,1.057,7.859,7.512,85.0,10.13,48.0
-0.159,0.663,7.844,7.495,85.0,10.15,48.07
-0.159,1.637,7.828,7.476,85.0,10.15,48.0
-0.16,1.554,7.812,7.458,85.0,10.15,47.78
-0.126,0.891,7.796,7.438,85.0,10.13,47.45
-0.142,0.559,7.779,7.418,85.0,10.13,47.15
-0.176,0.539,7.765,7.398,85.0,10.13,46.99
0.217,1.305,7.752,7.381,85.0,10.13,46.82
-0.139,0.912,7.738,7.361,85.0,10.13,46.7
-0.016,0.663,7.726,7.341,85.0,10.13,46.68
0.124,0.601,7.713,7.324,85.0,10.13,46.61
0.282,0.663,7.702,7.304,82.0,10.13,46.51
-0.015,0.373,7.691,7.284,82.0,10.13,46.46
-0.107,0.29,7.679,7.266,82.0,10.13,46.28
-0.097,0.518,7.669,7.249,82.0,10.13,46.09
-0.109,0.414,7.659,7.233,82.0,10.13,46.01
-0.061,0.352,7.649,7.215,82.0,10.13,45.97
-0.094,0.767,7.639,7.198,82.0,10.15,45.97
-0.127,0.559,7.629,7.183,82.0,10.15,45.97
0.24,0.331,7.619,7.167,82.0,10.13,45.99
-0.067,0.29,7.609,7.151,82.0,10.13,46.01
0.03,0.518,7.599,7.136,82.0,10.13,46.0
0.168,0.477,7.589,7.121,82.0,10.15,46.01
0.309,0.559,7.582,7.106,80.0,10.15,46.03
-0.008,0.746,7.572,7.092,80.0,10.15,45.97
-0.091,0.663,7.564,7.077,80.0,10.15,45.8
-0.079,0.311,7.554,7.064,80.0,10.15,45.66
-0.09,0.394,7.546,7.05,80.0,10.15,45.65
-0.033,0.559,7.537,7.036,80.0,10.16,45.69
-0.096,0.559,7.529,7.022,80.0,10.16,45.71
-0.111,0.414,7.522,7.009,80.0,10.16,45.75
0.234,0.269,7.513,6.997,80.0,10.16,45.72
-0.027,0.477,7.505,6.984,80.0,10.17,45.73
0.056,0.269,7.497,6.973,80.0,10.17,45.75
0.218,0.228,7.49,6.96,81.0,10.17,45.77
0.276,0.186,7.481,6.948,81.0,10.18,45.8
-0.045,0.373,7.474,6.937,81.0,10.18,45.68
-0.079,0.145,7.466,6.925,81.0,10.18,45.55
-0.079,0.186,7.46,6.915,81.0,10.18,45.5
-0.089,0.249,7.452,6.903,81.0,10.19,45.5
-0.031,0.497,7.444,6.893,81.0,10.19,45.53
-0.08,0.559,7.437,6.885,81.0,10.19,45.51
-0.115,0.249,7.43,6.876,81.0,10.18,45.53
0.234,0.186,7.424,6.866,81.0,10.18,45.6
-0.038,0.228,7.418,6.857,81.0,10.18,45.75
0.04,0.186,7.41,6.848,81.0,10.18,45.9
0.189,0.228,7.404,6.838,79.0,10.18,46.09
0.289,0.166,7.398,6.83,79.0,10.18,46.37
-0.036,0.228,7.392,6.821,79.0,10.18,46.55
-0.094,0.249,7.384,6.811,79.0,10.18,46.83
-0.093,0.249,7.379,6.804,79.0,10.18,47.16
-0.096,0.269,7.373,6.795,79.0,10.18,47.58
-0.041,0.477,7.367,6.786,79.0,10.18,47.99
-0.114,0.207,7.362,6.779,79.0,10.18,48.29
-0.081,0.331,7.357,6.769,79.0,10.18,48.63
0.187,0.331,7.349,6.761,79.0,10.18,49.0
-0.027,0.186,7.344,6.754,79.0,10.18,49.31
0.066,0.311,7.337,6.746,81.0,10.18,49.54
0.243,0.352,7.332,6.739,81.0,10.18,49.69
0.218,0.29,7.327,6.731,81.0,10.18,49.58
-0.064,0.311,7.322,6.725,81.0,10.18,49.46
-0.08,0.249,7.316,6.718,81.0,10.18,49.38
-0.086,0.477,7.31,6.711,81.0,10.18,49.34
-0.037,0.539,7.305,6.706,81.0,10.18,49.31
-0.083,0.311,7.3,6.698,81.0,10.18,49.21
-0.117,0.435,7.295,6.693,81.0,10.19,49.06
0.245,0.249,7.29,6.686,81.0,10.18,48.93
-0.033,0.539,7.285,6.678,81.0,10.18,48.72
0.053,0.331,7.28,6.671,85.0,10.18,48.5
0.21,0.373,7.275,6.664,85.0,10.18,48.28
0.29,0.269,7.27,6.658,85.0,10.18,47.95
-0.031,0.311,7.265,6.651,85.0,10.18,47.63
-0.074,0.311,7.26,6.646,85.0,10.18,47.37
-0.069,0.477,7.256,6.639,85.0,10.18,47.19
-0.063,0.559,7.25,6.633,85.0,10.18,47.09
-0.02,0.249,7.245,6.628,85.0,10.18,46.92
-0.094,0.352,7.242,6.622,85.0,10.18,46.8
0.146,0.331,7.238,6.616,85.0,10.18,46.71
0.041,0.207,7.233,6.611,85.0,10.18,46.63
0.012,0.311,7.228,6.606,85.0,10.19,46.46
0.122,0.373,7.223,6.599,82.0,10.19,46.36
0.312,0.456,7.219,6.594,82.0,10.19,46.17
0.154,0.435,7.215,6.589,82.0,10.19,45.94
-0.066,0.331,7.21,6.584,82.0,10.19,45.81
-0.063,0.352,7.205,6.579,82.0,10.19,45.75
-0.067,0.642,7.2,6.572,82.0,10.21,45.74
-0.03,0.331,7.196,6.569,82.0,10.19,45.68
-0.047,0.477,7.193,6.564,82.0,10.21,45.65
-0.094,0.207,7.188,6.557,82.0,10.21,45.64
0.294,0.414,7.183,6.551,82.0,10.21,45.61
-0.074,0.311,7.178,6.546,82.0,10.21,45.59
0.048,0.29,7.174,6.541,82.0,10.21,45.59
0.179,0.249,7.17,6.537,82.0,10.19,45.51
0.344,0.228,7.165,6.532,82.0,10.19,45.3
0.039,0.456,7.16,6.527,82.0,10.21,45.14
-0.073,0.331,7.156,6.522,82.0,10.21,45.1
-0.065,0.559,7.151,6.517,82.0,10.22,45.14
-0.075,0.373,7.148,6.512,82.0,10.23,45.1
-0.016,0.414,7.143,6.508,82.0,10.24,44.98
-0.071,0.29,7.14,6.504,82.0,10.26,44.95
-0.101,0.456,7.136,6.499,82.0,10.26,44.95
0.245,0.311,7.131,6.494,82.0,10.27,44.94
-0.024,0.311,7.127,6.489,80.0,10.26,44.95
0.061,0.477,7.123,6.484,80.0,10.24,44.95
0.221,0.394,7.118,6.481,80.0,10.24,44.78
0.322,0.352,7.115,6.474,80.0,10.24,44.61
-0.014,0.186,7.111,6.471,80.0,10.24,44.56
