ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.059,0.25375,7.874,12.164,89.0,9.02,45.18
-0.132,0.16575,7.853,12.141,89.0,9.02,45.17
-0.167,0.264125,7.831,12.121,89.0,9.02,45.19
0.91,0.3315,7.811,12.101,89.0,9.02,45.2
-0.091,0.26675,7.791,12.082,89.0,9.02,45.2
-0.12,0.119125,7.772,12.063,85.0,9.02,45.2
-0.049,0.013,7.755,12.047,85.0,9.02,45.19
0.12,0.357375,7.739,12.03,85.0,9.02,45.26
0.046,0.36,7.722,12.013,85.0,9.02,45.35
-0.105,0.398875,7.707,11.996,85.0,9.02,45.51
-0.12,0.158,7.692,11.981,85.0,9.02,45.61
-0.119,0.158,7.678,11.966,85.0,9.02,45.64
-0.115,0.3885,7.665,11.951,85.0,9.02,45.81
-0.111,0.321125,7.651,11.937,85.0,9.02,45.9
-0.111,0.256375,7.639,11.924,85.0,9.02,45.86
-0.089,0.0285,7.626,11.911,85.0,9.02,45.8
-0.033,0.02325,7.614,11.9,80.0,9.02,45.8
-0.111,0.22275,7.603,11.887,80.0,9.02,45.83
-0.151,0.227875,7.592,11.877,80.0,9.02,45.82
0.9,0.0285,7.583,11.866,80.0,9.02,45.76
-0.07,0.0285,7.574,11.855,80.0,9.02,45.75
-0.118,0.163125,7.564,11.844,80.0,9.02,45.75
-0.056,0.25125,7.554,11.833,80.0,9.02,45.73
0.108,0.15025,7.547,11.823,80.0,9.02,45.78
0.067,0.305625,7.539,11.815,80.0,9.02,45.94
-0.105,0.3185,7.529,11.805,80.0,9.02,46.11
-0.123,0.370375,7.522,11.795,80.0,9.02,46.3
-0.119,0.401375,7.514,11.785,80.0,9.02,46.49
-0.114,0.341875,7.509,11.775,80.0,9.02,46.73
-0.116,0.264125,7.501,11.768,80.0,9.02,47.03
-0.117,0.38075,7.496,11.758,80.0,9.02,47.25
-0.112,0.38075,7.489,11.75,80.0,9.02,47.4
-0.042,0.385875,7.482,11.742,80.0,9.02,47.54
-0.104,0.292625,7.476,11.735,80.0,9.02,47.62
-0.135,0.196875,7.471,11.726,80.0,9.02,47.65
0.704,0.018125,7.466,11.718,80.0,9.02,47.62
0.076,0.031125,7.461,11.711,80.0,9.02,47.5
-0.134,0.025875,7.456,11.703,80.0,9.02,47.32
-0.086,0.02325,7.451,11.696,80.0,9.02,47.11
0.055,0.02325,7.448,11.688,80.0,9.02,46.9
0.109,0.38075,7.444,11.682,81.0,9.02,46.74
-0.093,0.370375,7.439,11.675,81.0,9.02,46.62
-0.131,0.32375,7.434,11.668,81.0,9.02,46.5
-0.132,0.163125,7.431,11.662,81.0,9.02,46.37
-0.127,0.018125,7.426,11.655,81.0,9.02,46.25
-0.126,0.031125,7.423,11.648,81.0,9.02,46.12
-0.128,0.02325,7.419,11.641,81.0,9.02,46.01
-0.114,0.02075,7.415,11.635,81.0,9.02,45.95
-0.044,0.018125,7.413,11.628,81.0,9.02,45.93
-0.113,0.303,7.409,11.623,81.0,9.02,45.91
-0.141,0.36,7.407,11.618,81.0,9.02,45.87
0.84,0.29,7.403,11.615,81.0,9.02,45.86
-0.013,0.17875,7.399,11.61,75.0,9.02,45.87
-0.115,0.38075,7.397,11.608,75.0,9.02,45.87
-0.059,0.372875,7.394,11.605,75.0,9.02,45.88
0.095,0.36,7.391,11.603,75.0,9.02,45.88
0.113,0.328875,7.388,11.6,75.0,9.02,45.86
-0.08,0.31075,7.386,11.598,75.0,9.02,45.8
-0.106,0.16575,7.384,11.593,75.0,9.02,45.73
-0.106,0.3445,7.382,11.589,75.0,9.02,45.72
-0.102,0.347,7.381,11.587,75.0,9.02,45.76
-0.099,0.32375,7.378,11.587,75.0,9.02,45.78
-0.1,0.401375,7.376,11.588,75.0,9.02,45.79
-0.097,0.191625,7.376,11.593,75.0,9.02,45.81
-0.08,0.119125,7.374,11.605,74.0,9.02,45.82
-0.011,0.277125,7.373,11.612,74.0,9.02,45.85
-0.08,0.134625,7.373,11.636,74.0,9.02,45.87
-0.112,0.15025,7.373,11.666,74.0,9.02,45.88
0.878,0.28225,7.373,11.7,74.0,9.02,45.88
0.012,0.303,7.377,11.738,74.0,9.02,45.84
-0.092,0.372875,7.382,11.778,74.0,9.0,45.76
-0.035,0.35475,7.39,11.818,74.0,8.99,45.79
0.119,0.36,7.402,11.855,74.0,9.1,45.89
0.143,0.349625,7.417,11.867,74.0,8.96,45.82
-0.055,0.233125,7.435,11.857,74.0,8.88,45.69
-0.083,0.119125,7.459,11.842,74.0,9.14,45.63
-0.084,0.1425,7.485,11.837,74.0,9.46,45.6
-0.082,0.1295,7.515,11.83,75.0,9.39,45.73
-0.081,0.3445,7.546,11.82,75.0,9.41,45.98
-0.083,0.36775,7.579,11.813,75.0,9.47,46.18
-0.083,0.3445,7.611,11.811,75.0,9.51,46.41
-0.079,0.308125,7.645,11.802,75.0,9.54,46.58
-0.02,0.321125,7.68,11.784,75.0,9.54,46.76
-0.043,0.36775,7.712,11.753,75.0,9.52,47.0
-0.098,0.28225,7.743,11.716,75.0,9.52,47.15
0.364,0.277125,7.771,11.679,75.0,9.52,47.34
0.496,0.365125,7.797,11.64,75.0,9.52,47.57
-0.1,0.33925,7.819,11.602,75.0,9.52,47.59
-0.065,0.32375,7.839,11.561,81.0,9.52,47.42
0.052,0.378125,7.856,11.513,81.0,9.52,47.28
0.187,0.365125,7.869,11.476,81.0,9.52,46.99
-0.016,0.33925,7.88,11.422,81.0,9.52,46.61
-0.089,0.2875,7.886,11.384,81.0,9.52,46.32
-0.095,0.38325,7.891,11.353,81.0,9.52,46.19
-0.099,0.33925,7.895,11.311,81.0,9.5,45.96
-0.094,0.36775,7.895,11.271,81.0,9.5,45.69
-0.097,0.313375,7.895,11.237,81.0,9.5,45.82
-0.098,0.365125,7.891,11.211,81.0,9.5,45.86
-0.098,0.27975,7.886,11.173,81.0,9.51,45.62
-0.062,0.189,7.88,11.127,82.0,9.52,45.33
-0.032,0.0855,7.872,11.073,82.0,9.51,45.15
-0.117,0.170875,7.863,11.015,82.0,9.5,45.05
-0.042,0.300375,7.852,10.99,82.0,9.5,45.21
0.841,0.349625,7.839,10.964,82.0,9.5,45.25
-0.115,0.139875,7.827,10.925,82.0,9.5,45.16
-0.106,0.075125,7.811,10.908,82.0,9.49,45.19
-0.016,0.0725,7.797,10.882,82.0,9.49,45.39
0.162,0.090625,7.779,10.85,82.0,9.47,45.55
0.009,0.139875,7.765,10.801,82.0,9.47,45.52
-0.105,0.075125,7.75,10.763,82.0,9.47,45.47
-0.111,0.139875,7.732,10.734,83.0,9.47,45.38
-0.111,0.204625,7.717,10.719,83.0,9.47,45.34
-0.102,0.35475,7.702,10.699,83.0,9.47,45.35
-0.108,0.3315,7.687,10.698,83.0,9.46,45.35
-0.103,0.3885,7.673,10.703,83.0,9.45,45.24
-0.052,0.25375,7.658,10.704,83.0,9.45,45.14
-0.047,0.31075,7.644,10.697,83.0,9.45,45.21
-0.112,0.357375,7.63,10.673,83.0,9.45,45.48
0.167,0.28225,7.618,10.656,83.0,9.45,45.63
0.65,0.385875,7.606,10.65,83.0,9.45,45.52
-0.102,0.36,7.594,10.647,83.0,9.45,45.4
-0.065,0.300375,7.583,10.655,84.0,9.44,45.37
0.042,0.207125,7.574,10.659,84.0,9.44,45.35
0.192,0.316,7.562,10.665,84.0,9.43,45.36
0.008,0.246,7.552,10.663,84.0,9.43,45.48
-0.071,0.082875,7.544,10.662,84.0,9.43,45.7
-0.075,0.062125,7.536,10.66,84.0,9.43,45.9
-0.074,0.0725,7.527,10.66,84.0,9.43,45.91
-0.07,0.2875,7.519,10.656,84.0,9.43,45.92
-0.069,0.246,7.511,10.651,84.0,9.43,45.93
-0.058,0.334125,7.505,10.643,84.0,9.43,45.99
0.02,0.305625,7.499,10.636,84.0,9.43,46.14
-0.035,0.3445,7.491,10.616,85.0,9.43,46.25
-0.071,0.261625,7.485,10.6,85.0,9.43,46.36
0.844,0.5905,7.479,10.594,85.0,9.43,46.49
0.132,0.471375,7.474,10.58,85.0,9.43,46.54
-0.06,0.1865,7.469,10.543,85.0,9.41,46.63
-0.009,0.259,7.464,10.49,85.0,9.41,46.72
0.14,0.357375,7.459,10.445,85.0,9.43,46.78
0.204,0.33925,7.454,10.352,85.0,9.41,46.7
-0.002,0.248625,7.449,10.264,85.0,9.4,46.47
-0.041,0.308125,7.444,10.226,85.0,9.4,46.39
-0.045,0.36775,7.441,10.243,85.0,9.4,46.59
-0.043,0.328875,7.436,10.226,88.0,9.4,46.27
-0.041,0.334125,7.434,10.169,88.0,9.4,45.87
-0.036,0.3445,7.429,10.091,88.0,9.4,46.04
-0.007,0.277125,7.424,10.075,88.0,9.4,46.13
0.031,0.3185,7.423,10.038,88.0,9.38,46.11
-0.061,0.3185,7.418,9.979,88.0,9.38,45.96
-0.032,0.316,7.414,9.942,88.0,9.38,46.32
0.961,0.240875,7.412,10.029,88.0,9.41,46.71
