ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
0.071,0.207,2.471,2.628,78.0,9.65,45.4
0.045,0.228,2.471,2.628,78.0,9.63,45.14
0.057,0.186,2.471,2.628,78.0,9.63,44.86
0.067,0.207,2.471,2.628,78.0,9.63,44.53
0.084,0.207,2.471,2.628,78.0,9.63,44.26
0.151,0.249,2.471,2.628,78.0,9.63,44.06
0.074,0.207,2.471,2.628,78.0,9.63,43.93
0.132,0.29,2.471,2.628,78.0,9.65,43.8
0.362,0.58,2.471,2.628,78.0,9.63,43.62
0.162,0.207,2.471,2.628,78.0,9.63,43.47
0.245,0.207,2.471,2.628,78.0,9.63,43.35
0.417,0.228,2.471,2.628,78.0,9.63,43.25
0.321,0.207,2.471,2.628,78.0,9.65,43.15
0.071,0.249,2.471,2.628,78.0,9.63,43.04
0.063,0.228,2.471,2.628,78.0,9.63,42.99
0.051,0.207,2.47,2.628,78.0,9.63,42.92
0.036,0.186,2.471,2.628,78.0,9.65,42.84
0.029,0.207,2.47,2.628,78.0,9.65,42.8
0.059,0.186,2.469,2.628,78.0,9.63,42.8
0.102,0.373,2.469,2.628,78.0,9.63,42.86
0.315,0.622,2.469,2.628,78.0,9.63,43.0
0.113,0.539,2.469,2.628,78.0,9.63,43.23
-0.004,0.186,2.469,2.628,78.0,9.65,43.53
0.067,0.186,2.469,2.628,78.0,9.63,43.85
0.232,0.228,2.469,2.626,78.0,9.65,44.44
0.072,0.186,2.469,2.626,78.0,9.65,44.48
-0.154,0.145,2.469,2.625,103.0,9.65,44.71
-0.162,0.207,2.469,2.626,103.0,9.65,44.94
-0.156,0.186,2.469,2.625,103.0,9.65,45.06
-0.137,0.207,2.469,2.626,103.0,9.65,45.24
-0.105,0.166,2.469,2.625,103.0,9.65,45.46
-0.182,0.186,2.467,2.626,103.0,9.65,45.7
0.135,0.394,2.466,2.625,103.0,9.65,45.94
-0.114,0.394,2.466,2.625,103.0,9.65,46.12
-0.06,0.186,2.466,2.625,103.0,9.65,46.23
0.041,0.186,2.466,2.625,78.0,9.63,46.31
0.21,0.207,2.466,2.625,78.0,9.63,46.37
0.002,0.186,2.466,2.625,78.0,9.63,46.37
-0.123,0.207,2.466,2.625,78.0,9.63,46.25
-0.096,0.207,2.466,2.625,78.0,9.63,46.05
-0.073,0.186,2.466,2.625,78.0,9.63,45.76
-0.033,0.186,2.466,2.625,78.0,9.63,45.52
0.029,0.186,2.466,2.625,78.0,9.63,45.31
-0.039,0.207,2.466,2.625,78.0,9.63,45.09
0.272,0.435,2.466,2.625,78.0,9.63,44.92
0.034,0.456,2.464,2.625,78.0,9.63,44.71
0.088,0.186,2.464,2.625,78.0,9.63,44.5
0.19,0.207,2.464,2.625,78.0,9.63,44.31
0.36,0.186,2.464,2.625,78.0,9.63,44.15
0.142,0.186,2.464,2.625,78.0,9.63,44.02
-0.007,0.186,2.464,2.625,77.0,9.63,43.89
0.0,0.207,2.464,2.625,77.0,9.63,43.74
-0.001,0.207,2.464,2.625,77.0,9.63,43.46
0.017,0.186,2.464,2.624,77.0,9.63,43.25
0.07,0.166,2.464,2.625,77.0,9.63,43.16
-0.011,0.207,2.464,2.624,77.0,9.63,43.11
0.222,0.456,2.464,2.625,77.0,9.63,43.08
0.097,0.497,2.464,2.625,77.0,9.63,43.03
0.089,0.186,2.464,2.625,77.0,9.63,43.0
0.18,0.186,2.462,2.625,77.0,9.63,42.98
0.345,0.207,2.462,2.625,77.0,9.63,42.96
0.152,0.207,2.461,2.624,77.0,9.63,42.95
-0.026,0.228,2.461,2.623,76.0,9.63,42.93
-0.038,0.186,2.461,2.623,76.0,9.63,42.94
-0.055,0.207,2.461,2.623,76.0,9.63,42.92
-0.056,0.207,2.461,2.623,76.0,9.65,42.89
-0.016,0.249,2.461,2.623,76.0,9.65,42.91
-0.113,0.186,2.461,2.623,76.0,9.63,42.98
0.031,0.394,2.461,2.623,76.0,9.63,43.18
0.029,0.477,2.461,2.623,76.0,9.63,43.39
-0.066,0.186,2.461,2.623,76.0,9.63,43.64
0.006,0.207,2.46,2.623,77.0,9.63,43.89
0.163,0.207,2.459,2.623,77.0,9.65,44.18
-0.003,0.207,2.459,2.623,77.0,9.63,44.45
-0.206,0.186,2.459,2.623,77.0,9.63,44.68
-0.207,0.207,2.459,2.623,77.0,9.65,44.91
-0.202,0.186,2.459,2.623,77.0,9.65,45.02
-0.148,0.207,2.459,2.623,77.0,9.65,45.18
-0.176,0.186,2.459,2.623,77.0,9.65,45.38
-0.219,0.228,2.459,2.623,77.0,9.63,45.63
0.149,0.518,2.459,2.623,77.0,9.65,45.89
-0.181,0.269,2.456,2.623,77.0,9.65,46.08
-0.088,0.228,2.457,2.623,77.0,9.63,46.24
0.044,0.207,2.456,2.623,80.0,9.63,46.44
0.118,0.166,2.456,2.623,80.0,9.63,46.68
-0.185,0.207,2.456,2.623,80.0,9.63,46.92
-0.237,0.166,2.456,2.623,80.0,9.63,47.12
-0.234,0.186,2.456,2.623,80.0,9.63,47.23
-0.207,0.228,2.456,2.623,80.0,9.63,47.3
-0.191,0.186,2.456,2.623,80.0,9.63,47.39
-0.254,0.166,2.456,2.623,80.0,9.63,47.54
0.163,0.373,2.456,2.623,80.0,9.63,47.7
-0.247,0.352,2.456,2.623,80.0,9.65,47.82
-0.132,0.166,2.455,2.62,80.0,9.63,47.84
-0.015,0.186,2.454,2.623,83.0,9.63,47.86
0.115,0.186,2.454,2.623,83.0,9.62,47.93
-0.158,0.207,2.454,2.623,83.0,9.61,48.01
-0.249,0.186,2.454,2.621,83.0,9.61,48.07
-0.242,0.207,2.454,2.623,83.0,9.61,48.12
-0.214,0.207,2.454,2.623,83.0,9.61,48.08
-0.177,0.207,2.454,2.621,83.0,9.61,48.07
-0.245,0.207,2.454,2.623,83.0,9.65,48.08
0.119,0.414,2.454,2.62,83.0,9.68,48.12
-0.172,0.331,2.452,2.62,83.0,9.57,48.16
-0.115,0.166,2.452,2.62,83.0,9.58,48.12
-0.004,0.186,2.452,2.62,83.0,9.71,48.09
0.157,0.186,2.451,2.62,83.0,9.74,48.12
-0.087,0.207,2.451,2.62,83.0,9.94,48.18
-0.207,0.166,2.451,2.621,83.0,10.23,48.16
-0.188,0.186,2.451,2.62,83.0,9.85,48.13
-0.161,0.186,2.451,2.62,83.0,9.88,48.0
-0.098,0.186,2.451,2.62,83.0,10.32,47.89
-0.164,0.166,2.451,2.62,83.0,10.49,47.8
-0.018,0.331,2.451,2.62,83.0,10.13,47.75
0.138,0.456,2.451,2.62,83.0,9.99,47.72
-0.014,0.166,2.451,2.62,83.0,9.94,47.62
0.091,0.166,2.449,2.62,83.0,9.9,47.47
0.282,0.186,2.449,2.62,83.0,10.05,47.33
0.136,0.166,2.449,2.62,83.0,9.91,47.22
-0.047,0.166,2.449,2.62,82.0,9.74,47.04
-0.026,0.207,2.449,2.62,82.0,9.47,46.85
-0.008,0.228,2.449,2.62,82.0,9.55,46.54
0.017,0.228,2.449,2.62,82.0,9.47,46.23
0.1,0.207,2.449,2.62,82.0,9.88,45.93
0.041,0.207,2.449,2.62,82.0,9.65,45.71
0.055,0.29,2.449,2.62,82.0,9.46,45.54
0.396,0.58,2.446,2.62,82.0,9.68,45.37
0.149,0.228,2.446,2.62,82.0,9.95,45.18
0.237,0.228,2.446,2.62,82.0,9.94,44.99
0.415,0.249,2.446,2.62,82.0,9.95,44.81
0.359,0.269,2.446,2.62,82.0,9.97,44.66
0.096,0.249,2.446,2.62,82.0,9.88,44.46
0.088,0.249,2.446,2.62,82.0,9.86,44.26
0.092,0.228,2.446,2.62,82.0,9.94,43.98
0.106,0.207,2.446,2.62,82.0,9.6,43.7
0.116,0.207,2.446,2.619,82.0,9.89,43.52
0.171,0.228,2.446,2.62,82.0,10.05,43.38
0.129,0.228,2.446,2.618,82.0,10.07,43.28
0.094,0.228,2.446,2.62,82.0,9.77,43.17
0.445,0.622,2.446,2.62,82.0,9.58,43.05
0.171,0.29,2.446,2.62,76.0,9.79,42.98
0.261,0.228,2.446,2.618,76.0,9.69,42.94
0.399,0.249,2.446,2.618,76.0,9.72,42.92
0.464,0.249,2.446,2.618,76.0,9.73,42.87
0.132,0.249,2.446,2.618,76.0,9.67,42.78
0.042,0.269,2.446,2.618,76.0,9.72,42.56
0.016,0.249,2.446,2.618,76.0,9.68,42.43
-0.006,0.29,2.446,2.618,54.0,9.6,42.44
-0.015,0.249,2.444,2.618,54.0,9.55,42.62
0.019,0.249,2.444,2.618,54.0,9.57,43.06
-0.076,0.249,2.444,2.618,54.0,9.65,43.61
0.007,0.331,2.444,2.618,54.0,9.76,44.08
0.142,0.829,2.444,2.618,54.0,9.8,44.48
-0.03,0.311,2.445,2.618,54.0,9.72,44.87
0.043,0.311,2.446,2.618,54.0,9.73,45.23
0.205,0.249,2.446,2.618,54.0,9.69,45.59
0.067,0.249,2.446,2.618,54.0,9.68,45.86
-0.159,0.249,2.446,2.618,54.0,9.68,46.08
-0.164,0.29,2.446,2.618,54.0,9.68,46.06
-0.155,0.249,2.446,2.618,54.0,9.69,45.73
-0.086,0.269,2.446,2.618,54.0,9.73,45.7
-0.146,0.269,2.446,2.618,54.0,9.74,45.91
-0.169,0.269,2.446,2.615,54.0,9.73,46.13
0.192,0.539,2.446,2.618,54.0,9.74,46.28
-0.06,0.269,2.446,2.618,54.0,9.79,46.4
0.02,0.249,2.446,2.618,54.0,9.84,46.45
0.193,0.249,2.446,2.618,54.0,9.88,46.44
0.187,0.249,2.446,2.618,54.0,9.86,46.44
-0.055,0.249,2.446,2.618,54.0,9.74,46.41
-0.049,0.249,2.446,2.618,54.0,9.57,46.26
-0.024,0.228,2.446,2.618,54.0,9.41,45.96
0.019,0.228,2.446,2.618,54.0,9.39,45.62
0.059,0.249,2.445,2.619,54.0,9.47,45.32
0.008,0.228,2.445,2.618,54.0,9.9,45.06
0.417,0.539,2.444,2.618,54.0,9.89,44.86
0.007,0.435,2.444,2.618,54.0,9.65,44.63
0.151,0.186,2.444,2.618,54.0,9.63,44.35
0.271,0.207,2.444,2.618,54.0,9.5,44.08
0.407,0.186,2.444,2.618,54.0,9.6,43.88
0.114,0.207,2.444,2.618,54.0,9.99,43.7
0.014,0.186,2.444,2.618,54.0,9.94,43.54
0.007,0.186,2.445,2.618,54.0,9.82,43.4
0.005,0.186,2.444,2.618,54.0,9.77,43.22
0.057,0.186,2.444,2.619,54.0,9.83,43.18
0.023,0.186,2.444,2.618,54.0,9.83,43.2
-0.032,0.186,2.445,2.619,54.0,9.82,43.27
0.311,0.663,2.446,2.62,54.0,9.82,43.41
-0.012,0.269,2.445,2.62,54.0,9.82,43.42
0.059,0.186,2.446,2.619,54.0,9.82,43.51
0.167,0.207,2.446,2.62,54.0,9.82,43.61
0.235,0.186,2.446,2.62,54.0,9.82,43.74
-0.088,0.207,2.444,2.62,54.0,9.83,43.91
-0.166,0.207,2.446,2.62,78.0,9.82,44.14
-0.169,0.207,2.445,2.62,78.0,9.82,44.35
-0.177,0.186,2.446,2.62,78.0,9.84,44.57
-0.17,0.186,2.446,2.62,78.0,9.86,44.86
-0.153,0.207,2.444,2.62,78.0,9.86,45.23
-0.238,0.186,2.446,2.62,78.0,9.86,45.65
0.09,0.373,2.446,2.62,78.0,9.85,46.0
