ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.054,0.373,6.252,10.939,89.0,12.48,33.67
-0.001,0.249,6.252,10.877,89.0,12.48,33.29
-0.1,0.352,6.248,10.81,89.0,12.48,32.94
0.183,0.456,6.243,10.748,89.0,12.48,32.48
-0.012,0.414,6.236,10.687,89.0,12.48,32.08
0.066,0.29,6.227,10.631,89.0,12.48,31.67
0.117,0.311,6.213,10.576,89.0,12.48,31.31
0.197,0.249,6.198,10.525,75.0,12.48,30.96
-0.035,0.311,6.181,10.478,75.0,12.48,30.71
-0.138,0.331,6.164,10.433,75.0,12.48,30.54
-0.152,0.601,6.126,10.353,75.0,12.48,30.27
-0.125,0.477,6.125,10.349,75.0,12.48,30.25
-0.171,0.456,6.106,10.314,75.0,12.48,30.09
-0.239,0.601,6.089,10.281,75.0,12.48,29.98
0.103,0.87,6.08,10.249,75.0,12.48,29.96
-0.182,0.912,6.072,10.219,75.0,12.48,30.06
-0.085,0.849,6.064,10.189,75.0,12.48,30.27
0.069,0.725,6.059,10.161,89.0,12.48,30.54
0.0,0.787,6.056,10.132,89.0,12.48,30.89
-0.213,0.912,6.054,10.102,89.0,12.48,31.42
-0.189,0.849,6.048,10.073,89.0,12.48,32.31
-0.13,1.533,6.038,10.047,89.0,12.48,32.83
-0.185,1.057,6.027,10.023,89.0,12.48,33.07
-0.208,1.285,6.011,10.001,89.0,12.48,32.88
0.147,0.974,5.991,9.978,89.0,12.48,32.59
-0.112,0.849,5.972,9.956,89.0,12.48,32.48
-0.03,0.684,5.957,9.937,89.0,12.48,32.73
0.129,0.58,5.942,9.92,93.0,12.48,33.38
0.034,0.456,5.929,9.906,93.0,12.48,34.21
-0.152,0.559,5.913,9.892,93.0,12.48,34.82
-0.129,0.58,5.896,9.883,93.0,12.48,34.83
-0.066,0.539,5.885,9.882,93.0,12.48,34.31
-0.157,0.269,5.876,9.88,93.0,12.48,34.21
-0.139,0.331,5.864,9.87,93.0,12.48,34.17
0.101,0.601,5.864,9.864,93.0,12.48,34.3
-0.148,0.311,5.856,9.858,93.0,12.48,34.19
-0.047,1.036,5.854,9.845,93.0,12.48,33.99
0.066,1.222,5.857,9.835,95.0,12.48,33.49
-0.126,0.269,5.861,9.825,95.0,12.48,33.0
-0.269,0.331,5.867,9.823,95.0,12.48,32.5
-0.258,0.228,5.859,9.815,95.0,12.48,32.33
-0.194,0.746,5.854,9.798,95.0,12.48,31.93
-0.288,0.477,5.859,9.784,95.0,12.48,31.56
-0.116,0.394,5.86,9.773,95.0,12.48,31.38
-0.148,0.331,5.851,9.757,95.0,12.48,30.93
-0.241,0.477,5.845,9.745,95.0,12.48,30.39
-0.131,0.352,5.84,9.728,94.0,12.48,29.78
-0.015,0.559,5.832,9.716,94.0,12.48,29.35
-0.234,0.435,5.819,9.718,94.0,12.48,28.91
-0.324,0.186,5.809,9.736,94.0,12.48,28.5
-0.324,0.352,5.799,9.755,94.0,12.48,28.19
-0.284,0.456,5.791,9.778,94.0,12.48,27.76
-0.327,0.228,5.783,9.812,94.0,12.48,27.3
-0.368,0.331,5.778,9.857,94.0,12.48,26.89
-0.019,0.559,5.777,9.905,94.0,12.48,26.61
-0.287,0.186,5.775,9.955,94.0,12.48,26.37
-0.201,0.373,5.772,9.998,94.0,12.48,26.09
-0.06,0.228,5.772,10.038,89.0,12.48,25.85
-0.108,0.249,5.773,10.078,89.0,12.48,25.74
-0.299,0.352,5.781,10.115,89.0,12.48,25.69
-0.289,0.228,5.787,10.145,89.0,12.48,25.6
-0.289,0.311,5.794,10.168,89.0,12.48,25.35
-0.288,0.331,5.802,10.194,89.0,12.48,25.04
-0.24,0.249,5.812,10.216,89.0,12.48,24.82
-0.248,0.249,5.823,10.226,89.0,12.48,24.7
-0.294,0.186,5.834,10.231,89.0,12.48,24.65
0.05,0.497,5.846,10.232,89.0,12.48,24.56
-0.231,0.269,5.856,10.228,89.0,12.48,24.45
-0.14,0.249,5.866,10.223,89.0,12.48,24.35
-0.011,0.186,5.876,10.217,76.0,12.48,24.27
0.009,0.29,5.884,10.212,76.0,12.48,24.23
-0.213,0.207,5.891,10.21,76.0,12.48,24.12
-0.217,0.331,5.898,10.208,76.0,12.48,23.9
-0.217,0.228,5.903,10.213,76.0,12.48,23.65
-0.224,0.207,5.908,10.226,76.0,12.48,23.42
-0.217,0.207,5.91,10.24,76.0,12.48,23.3
-0.145,0.29,5.912,10.26,76.0,12.48,23.26
-0.096,0.29,5.912,10.283,76.0,12.48,23.26
0.138,0.352,5.912,10.31,76.0,12.48,23.22
-0.01,0.394,5.908,10.336,76.0,12.48,23.16
-0.13,0.228,5.905,10.356,76.0,12.48,23.11
-0.027,0.331,5.9,10.374,73.0,12.48,23.08
0.101,0.269,5.888,10.397,73.0,12.48,23.01
-0.045,0.186,5.887,10.4,73.0,12.48,23.0
-0.174,0.228,5.88,10.41,73.0,12.48,22.92
-0.165,0.352,5.873,10.435,73.0,12.48,22.76
-0.174,0.207,5.864,10.447,73.0,12.48,22.44
-0.177,0.311,5.854,10.437,73.0,12.48,22.15
-0.147,0.207,5.844,10.413,73.0,12.48,21.94
-0.13,0.269,5.835,10.39,73.0,12.48,21.81
-0.194,0.249,5.831,10.377,73.0,12.48,21.73
0.151,0.331,5.821,10.35,73.0,12.48,21.62
-0.181,0.269,5.811,10.314,73.0,12.48,21.47
-0.063,0.228,5.799,10.278,73.0,12.48,21.33
0.063,0.207,5.791,10.234,74.0,12.48,21.27
0.122,0.269,5.787,10.186,74.0,12.48,21.22
