ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.083,0.124,9.051,19.075,90.0,12.36,39.98
-0.079,0.145,9.049,19.088,90.0,12.36,40.0
-0.086,0.166,9.046,19.1,90.0,12.36,39.97
-0.045,0.207,9.045,19.102,90.0,12.36,39.87
-0.109,0.124,9.041,19.102,90.0,12.36,39.75
0.077,0.394,9.039,19.105,90.0,12.36,39.73
0.003,0.228,9.036,19.105,90.0,12.36,39.8
-0.008,0.166,9.035,19.1,90.0,12.36,39.85
0.142,0.186,9.034,19.095,90.0,12.36,39.87
0.207,0.186,9.031,19.09,90.0,12.36,39.86
-0.059,0.228,9.031,19.103,90.0,12.36,39.88
-0.072,0.207,9.031,19.129,90.0,12.36,39.9
-0.074,0.186,9.029,19.141,90.0,12.36,39.9
-0.074,0.186,9.026,19.15,90.0,12.36,39.81
-0.045,0.249,9.024,19.154,90.0,12.36,39.65
-0.12,0.124,9.022,19.154,90.0,12.36,39.62
0.201,0.331,9.021,19.154,90.0,12.36,39.68
-0.053,0.166,9.019,19.152,90.0,12.36,39.75
0.057,0.249,9.017,19.152,90.0,12.37,39.75
0.244,0.186,9.015,19.148,90.0,12.36,39.74
0.081,0.228,9.014,19.145,90.0,12.36,39.75
-0.062,0.166,9.012,19.144,88.0,12.36,39.77
-0.053,0.145,9.011,19.144,88.0,12.36,39.78
-0.072,0.186,9.009,19.143,88.0,12.36,39.8
-0.055,0.124,9.009,19.14,88.0,12.36,39.68
-0.058,0.186,9.007,19.135,88.0,12.36,39.55
-0.124,0.186,9.005,19.134,88.0,12.36,39.55
0.169,0.331,9.003,19.135,88.0,12.36,39.71
-0.007,0.186,9.002,19.137,88.0,12.36,39.75
0.098,0.207,8.999,19.137,88.0,12.36,39.74
0.255,0.207,8.997,19.141,88.0,12.36,39.73
0.021,0.249,8.995,19.147,88.0,12.36,39.75
-0.055,0.186,8.994,19.143,86.0,12.36,39.82
-0.056,0.124,8.992,19.14,86.0,12.36,39.89
-0.074,0.207,8.99,19.135,86.0,12.36,40.04
-0.037,0.207,8.989,19.13,86.0,12.36,40.03
-0.079,0.186,8.989,19.125,86.0,12.36,40.02
0.072,0.269,8.988,19.12,86.0,12.36,39.91
-0.018,0.249,8.987,19.115,86.0,12.36,39.67
0.025,0.186,8.987,19.106,86.0,12.36,39.34
0.164,0.186,8.984,19.095,86.0,12.36,39.05
0.216,0.145,8.984,19.084,86.0,12.36,38.76
-0.017,0.166,8.982,19.071,86.0,12.36,38.44
-0.036,0.186,8.982,19.066,86.0,12.36,38.1
-0.042,0.186,8.982,19.058,86.0,12.36,37.81
-0.057,0.145,8.979,19.052,86.0,12.36,37.5
-0.017,0.186,8.978,19.042,86.0,12.36,37.08
-0.074,0.186,8.977,19.034,86.0,12.36,36.77
0.175,0.331,8.977,19.026,86.0,12.36,36.6
-0.103,0.228,8.974,19.028,86.0,12.36,36.42
0.046,0.145,8.973,19.03,86.0,12.36,36.21
0.197,0.186,8.972,19.026,86.0,12.36,35.99
0.197,0.124,8.97,19.022,86.0,12.36,35.75
-0.022,0.186,8.969,19.018,86.0,12.36,35.56
-0.043,0.166,8.968,19.015,85.0,12.36,35.37
-0.05,0.145,8.967,19.011,85.0,12.36,35.25
-0.049,0.186,8.964,19.004,85.0,12.36,35.06
-0.034,0.145,8.964,18.998,85.0,12.36,34.77
-0.103,0.145,8.962,18.991,85.0,12.36,34.61
0.136,0.269,8.958,18.981,85.0,12.36,34.49
-0.006,0.186,8.958,18.981,85.0,12.36,34.49
0.097,0.186,8.957,18.975,85.0,12.36,34.4
0.243,0.207,8.955,18.969,85.0,12.36,34.3
